FID,id,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,taxon_name,family,genus,species,taxon_group,caab_code,taxon_start_date,taxon_per_m3,phyto_comments,acknowledgements,first_occurrence,parent_taxon_name,training,comments,geom
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25d0,35005254,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Nitzschia cf. bicapitata,Bacillariaceae,Nitzschia,cf. bicapitata,Pennate diatom,53270070,,3333.3,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25cf,35005249,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Chaetoceros (Hyalochaete),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110902,,3333.3,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ce,35005248,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,10000,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25cd,35005255,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Thalassionema nitzschioides,Thalassionemataceae,Thalassionema,nitzschioides,Pennate diatom,53150005,,3333.3,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25cc,35005250,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,10000,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25cb,35005251,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,6666.7,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ca,35005252,CAGL,-17.7757,146.2872,2021-02-05T22:32:32Z,2021,2,5,22:32:32,Cyanobacteria coccoid chain,,,,Cyanobacteria,,,3333.3,,Rio Tinto Marine,,,,,POINT (146.28723 -17.77575)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c9,35005259,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Navicula cf. 20-40 µm length,Naviculaceae,,,Pennate diatom,53255000,,3333.3,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c8,35005256,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,13333.3,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c7,35005257,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Chaetoceros (Hyalochaete),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110902,,10000,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c6,35005258,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,6666.7,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c5,35005260,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Nematocysts,,,,Other,99000015,,3333.3,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c4,35005261,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Thalassionema nitzschioides,Thalassionemataceae,Thalassionema,nitzschioides,Pennate diatom,53150005,,3333.3,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c3,35005262,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c2,35005263,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Tripos macroceros type,Ceratiaceae,Tripos,macroceros type,Dinoflagellate,,,3333.3,,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c1,35005264,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Coscinodiscus gigas,Coscinodiscaceae,Coscinodiscus,gigas,Centric diatom,53035015,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25c0,35005265,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Guinardia striata,Rhizosoleniaceae,Guinardia,striata,Centric diatom,53105007,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25bf,35005266,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Odontella sinensis,Triceratiaceae,Odontella,sinensis,Centric diatom,53070014,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25be,35005267,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25bd,35005268,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Pyrophacus spp.,Pyrophacaceae,Pyrophacus,spp.,Dinoflagellate,52031900,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25bc,35005269,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25bb,35005270,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ba,35005271,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Tripos muelleri type,Ceratiaceae,Tripos,muelleri type,Dinoflagellate,52030900,5/17/2011,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,6/22/2011,Tripos spp.,Internal training Pru Bonhma and Gustaaf Hallegraeff,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b9,35005272,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Tripos trichoceros,Ceratiaceae,Tripos,trichoceros,Dinoflagellate,52030054,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b8,35005273,CAGL,-18.0884,146.412,2021-02-06T00:12:50Z,2021,2,6,0:12:50,Chaetoceros diversus,Chaetocerotaceae,Chaetoceros,diversus,Centric diatom,53110027,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.41201 -18.08837)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b7,35005361,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,3333.3,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b6,35005360,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b5,35005359,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Thalassionema nitzschioides,Thalassionemataceae,Thalassionema,nitzschioides,Pennate diatom,53150005,,6666.7,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b4,35005358,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Podolampas elegans,Podolampadaceae,Podolampas,elegans,Dinoflagellate,52044005,,3333.3,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b3,35005357,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,6666.7,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b2,35005363,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Coscinodiscus spp. 300-400 µm,Coscinodiscaceae,Coscinodiscus,spp.,Centric diatom,53035900,9/29/2008,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,8/23/2012,Coscinodiscus spp. > 80 µm,,New size classes added when group started to count NRS phyto,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b1,35005362,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25b0,35005274,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,3333.3,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25af,35005355,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Chaetoceros (Hyalochaete),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110902,,6666.7,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ae,35005356,CAGL,-18.3988,146.5287,2021-02-06T01:53:07Z,2021,2,6,1:53:07,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,3333.3,,Rio Tinto Marine,,,,,POINT (146.52869 -18.39878)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ad,35005371,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Pyrophacus spp.,Pyrophacaceae,Pyrophacus,spp.,Dinoflagellate,52031900,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ac,35005370,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25ab,35005369,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Amphisolenia bidentata,Amphisoleniaceae,Amphisolenia,bidentata,Dinoflagellate,52066003,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25aa,35005368,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Unid dinoflagellate 10 - 30 µm,,,,Dinoflagellate,,,3333.3,,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a9,35005364,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,13333.3,,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a8,35005365,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,10000,,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a7,35005367,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a6,35005366,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Thalassionema spp.,Thalassionemataceae,Thalassionema,spp.,Pennate diatom,53150900,,3333.3,,Rio Tinto Marine,,,,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a5,35005372,CAGL,-18.6145,146.7968,2021-02-06T03:33:24Z,2021,2,6,3:33:24,Tripos muelleri type,Ceratiaceae,Tripos,muelleri type,Dinoflagellate,52030900,5/17/2011,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,6/22/2011,Tripos spp.,Internal training Pru Bonhma and Gustaaf Hallegraeff,,POINT (146.79682 -18.6145)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a4,35005380,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,3333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a3,35005378,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,13333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a2,35005377,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Thalassionema nitzschioides,Thalassionemataceae,Thalassionema,nitzschioides,Pennate diatom,53150005,,3333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a1,35005376,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,23333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-25a0,35005375,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,20000,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-259f,35005374,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Navicula cf. 20-40 µm length,Naviculaceae,,,Pennate diatom,53255000,,3333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-259e,35005373,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-259d,35005381,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-259c,35005379,CAGL,-18.8299,147.0656,2021-02-06T05:13:41Z,2021,2,6,5:13:41,Tripos macroceros type,Ceratiaceae,Tripos,macroceros type,Dinoflagellate,,,3333.3,,Rio Tinto Marine,,,,,POINT (147.06564 -18.82985)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-259b,35005384,CAGL,-19.0448,147.3351,2021-02-06T06:53:59Z,2021,2,6,6:53:59,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.33515 -19.0448)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-259a,35005382,CAGL,-19.0448,147.3351,2021-02-06T06:53:59Z,2021,2,6,6:53:59,Cylindrotheca closterium,Fragilariaceae,Cylindrotheca,closterium,Pennate diatom,53270002,,3333.3,,Rio Tinto Marine,,,,,POINT (147.33515 -19.0448)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2599,35005383,CAGL,-19.0448,147.3351,2021-02-06T06:53:59Z,2021,2,6,6:53:59,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,3333.3,,Rio Tinto Marine,,,,,POINT (147.33515 -19.0448)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2598,35005385,CAGL,-19.0448,147.3351,2021-02-06T06:53:59Z,2021,2,6,6:53:59,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.33515 -19.0448)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2597,35005470,CAGL,-19.0448,147.3351,2021-02-06T06:53:59Z,2021,2,6,6:53:59,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.33515 -19.0448)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2596,35005476,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,10000,,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2595,35005477,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Climacodium frauenfeldianum,Hemiaulaceae,Climacodium,frauenfeldianum,Centric diatom,53080005,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2594,35005473,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Rhizosolenia imbricata group,Rhizosoleniaceae,Rhizosolenia,cf. imbricata,Centric diatom,,,3333.3,,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2593,35005474,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2592,35005475,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,13333.3,,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2591,35005471,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Chaetoceros (Phaeoceros),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110903,,3333.3,,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2590,35005472,CAGL,-19.2594,147.6053,2021-02-06T08:34:16Z,2021,2,6,8:34:16,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,20000,,Rio Tinto Marine,,,,,POINT (147.60535 -19.25937)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-258f,35005483,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Proboscia spp.,Rhizosoleniaceae,Proboscia,spp.,Centric diatom,53105903,,23333.3,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-258e,35005484,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Rhizosolenia spp.,Rhizosoleniaceae,Rhizosolenia,spp.,Centric diatom,53105900,,10000,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-258d,35005485,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,20000,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-258c,35005488,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-258b,35005486,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,3333.3,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-258a,35005478,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Bacteriastrum spp.,Chaetocerotaceae,Bacteriastrum,spp.,Centric diatom,53110900,,3333.3,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2589,35005479,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Chaetoceros (Hyalochaete),Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110902,,3333.3,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2588,35005480,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Cylindrotheca closterium,Fragilariaceae,Cylindrotheca,closterium,Pennate diatom,53270002,,3333.3,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2587,35005481,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Navicula cf. 140-160 µm length,Naviculaceae,,,Pennate diatom,53255000,,6666.7,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2586,35005482,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Navicula cf. 20-40 µm length,Naviculaceae,,,Pennate diatom,53255000,,10000,,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2585,35005487,CAGL,-19.48,147.8698,2021-02-06T10:14:33Z,2021,2,6,10:14:33,Tripos macroceros type,Ceratiaceae,Tripos,macroceros type,Dinoflagellate,,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (147.86981 -19.48001)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2584,35005498,CAGL,-19.6125,148.1939,2021-02-06T11:54:51Z,2021,2,6,11:54:51,Tripos muelleri,Ceratiaceae,Tripos,muelleri,Dinoflagellate,52030055,,666.7,*Noted as present in the zoop count*,Rio Tinto Marine,,,,,POINT (148.1939 -19.61254)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2583,35005497,CAGL,-19.6125,148.1939,2021-02-06T11:54:51Z,2021,2,6,11:54:51,Tripos massiliensis,Ceratiaceae,Tripos,massiliensis,Dinoflagellate,52030060,,3333.3,,Rio Tinto Marine,,,,,POINT (148.1939 -19.61254)
soop_auscpr_phyto_flat_map.fid-5f90ce42_17d8bd45142_-2582,35005496,CAGL,-19.6125,148.1939,2021-02-06T11:54:51Z,2021,2,6,11:54:51,Trichodesmium spp.,Phormidiaceae,Trichodesmium,spp.,Cyanobacteria,70015900,,6666.7,,Rio Tinto Marine,,,,,POINT (148.1939 -19.61254)
